Rank,Title,Rating,Episodes,URL,Members_Votes,Type,Start Date,Finish Date,Premiered,R-Rating,Generes,Source,Studio
1825,City Hunter Movie: Shinjuku Private Eyes,7.44, (1 eps),https://myanimelist.net/anime/37516/City_Hunter_Movie__Shinjuku_Private_Eyes,"9,466 ",Movie,Feb 2019 , Feb 2019,,unkown,unkown,unkown,unkown
1826,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,7.44, (1 eps),https://myanimelist.net/anime/37348/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_Movie__Orion_no_Ya,"172,972 ",Movie,Feb 2019 , Feb 2019,,unkown,unkown,unkown,unkown
1827,Future GPX Cyber Formula Sin,7.44, (5 eps),https://myanimelist.net/anime/1395/Future_GPX_Cyber_Formula_Sin,"2,179 ",OVA,Dec 1998 , Mar 2000,,unkown,unkown,unkown,unkown
1828,Gallery Fake,7.44, (37 eps),https://myanimelist.net/anime/364/Gallery_Fake,"12,742 ",TV,Jan 2005 , Sep 2005,Premiered: Winter 2005,unkown,unkown,unkown,unkown
1829,Hal,7.44, (1 eps),https://myanimelist.net/anime/16528/Hal,"127,058 ",Movie,Jun 2013 , Jun 2013,,unkown,unkown,unkown,unkown
1830,"Ijiranaide, Nagatoro-san",7.44, (12 eps),https://myanimelist.net/anime/42361/Ijiranaide_Nagatoro-san,"568,043 ",TV,Apr 2021 , Jun 2021,Premiered: Spring 2021,unkown,unkown,unkown,unkown
1831,Kengan Ashura,7.44,,https://myanimelist.net/anime/36903/Kengan_Ashura,"109,810 ",,Jul 2019 , Jul 2019,,unkown,unkown,unkown,unkown
1832,Kingsglaive: Final Fantasy XV,7.44, (1 eps),https://myanimelist.net/anime/33082/Kingsglaive__Final_Fantasy_XV,"53,003 ",Movie,Jul 2016 , Jul 2016,,unkown,unkown,unkown,unkown
1833,Kiniro no Corda: Primo Passo,7.44, (25 eps),https://myanimelist.net/anime/1579/Kiniro_no_Corda__Primo_Passo,"91,388 ",TV,Oct 2006 , Mar 2007,Premiered: Fall 2006,unkown,unkown,unkown,unkown
1834,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,7.44, (1 eps),https://myanimelist.net/anime/19195/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Border_4_Ghost_Stands_Alone,"36,802 ",Movie,Sep 2014 , Sep 2014,,unkown,unkown,unkown,unkown
1835,Kyou kara Maou! R,7.44, (5 eps),https://myanimelist.net/anime/2971/Kyou_kara_Maou_R,"21,941 ",OVA,Oct 2007 , Mar 2008,,unkown,unkown,unkown,unkown
1836,Omoide Poroporo,7.44, (1 eps),https://myanimelist.net/anime/1029/Omoide_Poroporo,"114,237 ",Movie,Jul 1991 , Jul 1991,,unkown,unkown,unkown,unkown
1837,One Punch Man 2nd Season,7.44, (12 eps),https://myanimelist.net/anime/34134/One_Punch_Man_2nd_Season,"1,307,148 ",TV,Apr 2019 , Jul 2019,Premiered: Spring 2019,unkown,unkown,unkown,unkown
1838,Orange: Mirai,7.44, (1 eps),https://myanimelist.net/anime/34136/Orange__Mirai,"113,004 ",Movie,Nov 2016 , Nov 2016,,unkown,unkown,unkown,unkown
1839,Oshi ga Budoukan Ittekuretara Shinu,7.44, (12 eps),https://myanimelist.net/anime/37890/Oshi_ga_Budoukan_Ittekuretara_Shinu,"34,500 ",TV,Jan 2020 , Mar 2020,Premiered: Winter 2020,unkown,unkown,unkown,unkown
1840,Paniponi Dash!,7.44, (26 eps),https://myanimelist.net/anime/490/Paniponi_Dash,"56,763 ",TV,Jul 2005 , Dec 2005,Premiered: Summer 2005,unkown,unkown,unkown,unkown
1841,PriPara,7.44, (140 eps),https://myanimelist.net/anime/23135/PriPara,"18,416 ",TV,Jul 2014 , Mar 2017,Premiered: Summer 2014,unkown,unkown,unkown,unkown
1842,Shinreigari,7.44, (22 eps),https://myanimelist.net/anime/2596/Shinreigari,"132,213 ",TV,Oct 2007 , Apr 2008,Premiered: Fall 2007,unkown,unkown,unkown,unkown
1843,Simoun,7.44, (26 eps),https://myanimelist.net/anime/879/Simoun,"38,481 ",TV,Apr 2006 , Sep 2006,Premiered: Spring 2006,unkown,unkown,unkown,unkown
1844,Soredemo Machi wa Mawatteiru,7.44, (12 eps),https://myanimelist.net/anime/8726/Soredemo_Machi_wa_Mawatteiru,"55,022 ",TV,Oct 2010 , Dec 2010,Premiered: Fall 2010,unkown,unkown,unkown,unkown
1845,Sukitte Ii na yo.,7.44, (13 eps),https://myanimelist.net/anime/14289/Sukitte_Ii_na_yo,"565,313 ",TV,Oct 2012 , Dec 2012,Premiered: Fall 2012,unkown,unkown,unkown,unkown
1846,Super Cub,7.44, (12 eps),https://myanimelist.net/anime/40685/Super_Cub,"83,475 ",TV,Apr 2021 , Jun 2021,Premiered: Spring 2021,unkown,unkown,unkown,unkown
1847,Tetsuwan Birdy Decode,7.44, (13 eps),https://myanimelist.net/anime/3974/Tetsuwan_Birdy_Decode,"86,772 ",TV,Jul 2008 , Sep 2008,Premiered: Summer 2008,unkown,unkown,unkown,unkown
1848,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.44, (2 eps),https://myanimelist.net/anime/1911/Top_wo_Nerae___Top_wo_Nerae_2_Gattai_Movie,"12,026 ",Movie,Oct 2006 , Oct 2006,,unkown,unkown,unkown,unkown
1849,Toradora!: Bentou no Gokui,7.44,,https://myanimelist.net/anime/11553/Toradora__Bentou_no_Gokui,"158,744 ",,Dec 2011 , Dec 2011,,unkown,unkown,unkown,unkown
1850,Uchuu Senkan Yamato 2,7.44, (26 eps),https://myanimelist.net/anime/1651/Uchuu_Senkan_Yamato_2,"7,313 ",TV,Oct 1978 , Apr 1979,Premiered: Fall 1978,unkown,unkown,unkown,unkown
1851,Xiao Lu He Xiao Lan,7.44,,https://myanimelist.net/anime/38250/Xiao_Lu_He_Xiao_Lan,"7,145 ",,Aug 2018 , Feb 2019,,unkown,unkown,unkown,unkown
1852,Zero no Tsukaima: Futatsuki no Kishi,7.44, (12 eps),https://myanimelist.net/anime/1840/Zero_no_Tsukaima__Futatsuki_no_Kishi,"453,257 ",TV,Jul 2007 , Sep 2007,Premiered: Summer 2007,unkown,unkown,unkown,unkown
1853,Mobile Suit Gundam Wing: Operation Meteor,7.43, (4 eps),https://myanimelist.net/anime/3626/Mobile_Suit_Gundam_Wing__Operation_Meteor,"10,208 ",OVA,Apr 1996 , Oct 1996,,unkown,unkown,unkown,unkown
1854,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.43, (12 eps),https://myanimelist.net/anime/30187/Sakurako-san_no_Ashimoto_ni_wa_Shitai_ga_Umatteiru,"191,463 ",TV,Oct 2015 , Dec 2015,Premiered: Fall 2015,unkown,unkown,unkown,unkown
1855,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,7.43,,https://myanimelist.net/anime/3674/Sayonara_Zetsubou_Sensei_Jo__Zetsubou_Shoujo_Senshuu,"15,464 ",,Jan 2008 , Jan 2008,,unkown,unkown,unkown,unkown
1856,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,7.43,,https://myanimelist.net/anime/8317/Sayonara_Zetsubou_Sensei_Jo__Zoku_Zetsubou_Shoujo_Senshuu,"9,865 ",,Aug 2008 , Aug 2008,,unkown,unkown,unkown,unkown
1857,Senki Zesshou Symphogear GX,7.43, (13 eps),https://myanimelist.net/anime/21573/Senki_Zesshou_Symphogear_GX,"41,427 ",TV,Jul 2015 , Sep 2015,Premiered: Summer 2015,unkown,unkown,unkown,unkown
1858,Shingeki no Bahamut: Virgin Soul,7.43, (24 eps),https://myanimelist.net/anime/30736/Shingeki_no_Bahamut__Virgin_Soul,"211,073 ",TV,Apr 2017 , Sep 2017,Premiered: Spring 2017,unkown,unkown,unkown,unkown
1859,Shinryaku! Ika Musume,7.43, (12 eps),https://myanimelist.net/anime/8557/Shinryaku_Ika_Musume,"176,073 ",TV,Oct 2010 , Dec 2010,Premiered: Fall 2010,unkown,unkown,unkown,unkown
1860,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",7.43,,https://myanimelist.net/anime/21737/Tamayura__More_Aggressive_-_Tsuitachi_dake_no_Shuugakuryokou_Nanode,"5,113 ",,Jun 2014 , Jun 2014,,unkown,unkown,unkown,unkown
1861,Tenchi Muyou!,7.43, (26 eps),https://myanimelist.net/anime/696/Tenchi_Muyou,"68,573 ",TV,Apr 1995 , Sep 1995,Premiered: Spring 1995,unkown,unkown,unkown,unkown
1862,Tiger & Bunny Movie 1: The Beginning,7.43, (1 eps),https://myanimelist.net/anime/12015/Tiger___Bunny_Movie_1__The_Beginning,"22,054 ",Movie,Sep 2012 , Sep 2012,,unkown,unkown,unkown,unkown
1863,WWW.Working!!,7.43, (13 eps),https://myanimelist.net/anime/33094/WWWWorking,"139,146 ",TV,Oct 2016 , Dec 2016,Premiered: Fall 2016,unkown,unkown,unkown,unkown
1864,Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,7.43, (2 eps),https://myanimelist.net/anime/24627/Yamada-kun_to_7-nin_no_Majo__Mou_Hitotsu_no_Suzaku-sai,"84,659 ",OVA,Dec 2014 , May 2015,,unkown,unkown,unkown,unkown
1865,Ajin,7.43, (13 eps),https://myanimelist.net/anime/31580/Ajin,"512,110 ",TV,Jan 2016 , Apr 2016,Premiered: Winter 2016,unkown,unkown,unkown,unkown
1866,Ano Ko Secret,7.43,,https://myanimelist.net/anime/37266/Ano_Ko_Secret,"2,621 ",,Jul 2017 , Jul 2017,,unkown,unkown,unkown,unkown
1867,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.43, (1 eps),https://myanimelist.net/anime/2889/Bleach_Movie_2__The_DiamondDust_Rebellion_-_Mou_Hitotsu_no_Hyourinmaru,"214,524 ",Movie,Dec 2007 , Dec 2007,,unkown,unkown,unkown,unkown
1868,Chou Denji Machine Voltes V,7.43, (40 eps),https://myanimelist.net/anime/1069/Chou_Denji_Machine_Voltes_V,"6,642 ",TV,Jun 1977 , Mar 1978,Premiered: Summer 1977,unkown,unkown,unkown,unkown
1869,Cowboy Bebop: Yose Atsume Blues,7.43,,https://myanimelist.net/anime/4037/Cowboy_Bebop__Yose_Atsume_Blues,"41,897 ",,Jun 1998 , Jun 1998,,unkown,unkown,unkown,unkown
1870,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.43, (11 eps),https://myanimelist.net/anime/33028/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Zetsubou-hen,"271,417 ",TV,Jul 2016 , Sep 2016,Premiered: Summer 2016,unkown,unkown,unkown,unkown
1871,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,7.43, (1 eps),https://myanimelist.net/anime/6231/Detective_Conan_Magic_File_3__Shinichi_and_Ran_-_Memories_of_Mahjong_Tiles_and_Tanabata,"11,293 ",OVA,Apr 2009 , Apr 2009,,unkown,unkown,unkown,unkown
1872,Goblin Slayer,7.43, (12 eps),https://myanimelist.net/anime/37349/Goblin_Slayer,"883,940 ",TV,Oct 2018 , Dec 2018,Premiered: Fall 2018,unkown,unkown,unkown,unkown
1873,High School DxD BorN,7.43, (12 eps),https://myanimelist.net/anime/24703/High_School_DxD_BorN,"687,091 ",TV,Apr 2015 , Jun 2015,Premiered: Spring 2015,unkown,unkown,unkown,unkown
1874,High School DxD BorN: Yomigaeranai Fushichou,7.43, (1 eps),https://myanimelist.net/anime/32215/High_School_DxD_BorN__Yomigaeranai_Fushichou,"112,563 ",OVA,Dec 2015 , Dec 2015,,unkown,unkown,unkown,unkown
1875,Ikoku Meiro no Croisée The Animation,7.43, (12 eps),https://myanimelist.net/anime/9938/Ikoku_Meiro_no_Croisée_The_Animation,"54,361 ",TV,Jul 2011 , Sep 2011,Premiered: Summer 2011,unkown,unkown,unkown,unkown
1876,K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,7.43, (1 eps),https://myanimelist.net/anime/37305/K__Seven_Stories_Movie_4_-_Lost_Small_World_-_Ori_no_Mukou_ni,"17,364 ",Movie,Oct 2018 , Oct 2018,,unkown,unkown,unkown,unkown
1877,Kemono Jihen,7.43, (12 eps),https://myanimelist.net/anime/40908/Kemono_Jihen,"278,934 ",TV,Jan 2021 , Mar 2021,Premiered: Winter 2021,unkown,unkown,unkown,unkown
1878,Kuroshitsuji II Specials,7.43,,https://myanimelist.net/anime/9136/Kuroshitsuji_II_Specials,"112,603 ",,Oct 2010 , May 2011,,unkown,unkown,unkown,unkown
1879,Level E,7.43, (13 eps),https://myanimelist.net/anime/9834/Level_E,"86,965 ",TV,Jan 2011 , Apr 2011,Premiered: Winter 2011,unkown,unkown,unkown,unkown
1880,Love Stage!!: Chotto ja Nakutte,7.43, (1 eps),https://myanimelist.net/anime/23441/Love_Stage__Chotto_ja_Nakutte,"56,326 ",OVA,Nov 2014 , Nov 2014,,unkown,unkown,unkown,unkown
1881,Lupin III: Part 6,7.43, (24 eps),https://myanimelist.net/anime/49040/Lupin_III__Part_6,"14,397 ",TV,Oct 2021 ,,Premiered: Fall 2021,unkown,unkown,unkown,unkown
1882,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.43, (3 eps),https://myanimelist.net/anime/4188/Mahou_Sensei_Negima__Shiroki_Tsubasa_Ala_Alba,"29,037 ",OVA,Aug 2008 , Feb 2009,,unkown,unkown,unkown,unkown
1883,Mai-HiME,7.43, (26 eps),https://myanimelist.net/anime/98/Mai-HiME,"106,585 ",TV,Sep 2004 , Mar 2005,Premiered: Fall 2004,unkown,unkown,unkown,unkown
1884,Major 2nd (TV),7.43, (25 eps),https://myanimelist.net/anime/36565/Major_2nd_TV,"29,059 ",TV,Apr 2018 , Sep 2018,Premiered: Spring 2018,unkown,unkown,unkown,unkown
1885,Mardock Scramble: The Third Exhaust,7.43, (1 eps),https://myanimelist.net/anime/12053/Mardock_Scramble__The_Third_Exhaust,"32,798 ",Movie,Sep 2012 , Sep 2012,,unkown,unkown,unkown,unkown
1886,Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.42, (1 eps),https://myanimelist.net/anime/24919/Aoki_Hagane_no_Arpeggio__Ars_Nova_Movie_1_-_DC,"24,211 ",Movie,Jan 2015 , Jan 2015,,unkown,unkown,unkown,unkown
1887,Aura: Maryuuin Kouga Saigo no Tatakai,7.42, (1 eps),https://myanimelist.net/anime/14669/Aura__Maryuuin_Kouga_Saigo_no_Tatakai,"76,913 ",Movie,Apr 2013 , Apr 2013,,unkown,unkown,unkown,unkown
1888,Ayakashi: Japanese Classic Horror,7.42, (11 eps),https://myanimelist.net/anime/586/Ayakashi__Japanese_Classic_Horror,"63,968 ",TV,Jan 2006 , Mar 2006,Premiered: Winter 2006,unkown,unkown,unkown,unkown
1889,City Hunter: The Secret Service,7.42,,https://myanimelist.net/anime/1477/City_Hunter__The_Secret_Service,"6,925 ",,Jan 1996 , Jan 1996,,unkown,unkown,unkown,unkown
1890,Dakaretai Otoko 1-i ni Odosarete Imasu.,7.42, (13 eps),https://myanimelist.net/anime/37597/Dakaretai_Otoko_1-i_ni_Odosarete_Imasu,"120,860 ",TV,Oct 2018 , Dec 2018,Premiered: Fall 2018,unkown,unkown,unkown,unkown
1891,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,7.42, (1 eps),https://myanimelist.net/anime/15925/Doraemon_Movie_33__Nobita_no_Himitsu_Dougu_Museum,"5,130 ",Movie,Mar 2013 , Mar 2013,,unkown,unkown,unkown,unkown
1892,Freedom,7.42, (7 eps),https://myanimelist.net/anime/1747/Freedom,"21,838 ",OVA,Nov 2006 , May 2008,,unkown,unkown,unkown,unkown
1893,Fukigen na Mononokean,7.42, (13 eps),https://myanimelist.net/anime/32696/Fukigen_na_Mononokean,"112,804 ",TV,Jun 2016 , Sep 2016,Premiered: Summer 2016,unkown,unkown,unkown,unkown
1894,Gantz:O,7.42, (1 eps),https://myanimelist.net/anime/32071/Gantz_O,"83,637 ",Movie,Oct 2016 , Oct 2016,,unkown,unkown,unkown,unkown
1895,Haha wo Tazunete Sanzenri,7.42, (52 eps),https://myanimelist.net/anime/1663/Haha_wo_Tazunete_Sanzenri,"8,861 ",TV,Jan 1976 , Dec 1976,Premiered: Winter 1976,unkown,unkown,unkown,unkown
1896,Hakuouki OVA,7.42, (2 eps),https://myanimelist.net/anime/11663/Hakuouki_OVA,"12,785 ",OVA,Mar 2011 , Mar 2011,,unkown,unkown,unkown,unkown
1897,Higurashi no Naku Koro ni Rei,7.42, (5 eps),https://myanimelist.net/anime/3652/Higurashi_no_Naku_Koro_ni_Rei,"174,612 ",OVA,Feb 2009 , Aug 2009,,unkown,unkown,unkown,unkown
1898,Inu x Boku SS,7.42, (12 eps),https://myanimelist.net/anime/11013/Inu_x_Boku_SS,"451,319 ",TV,Jan 2012 , Mar 2012,Premiered: Winter 2012,unkown,unkown,unkown,unkown
1899,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,7.42, (1 eps),https://myanimelist.net/anime/5290/Keroro_Gunsou_Movie_3__Tenkuu_Daikessen_de_Arimasu,"4,684 ",Movie,Mar 2008 , Mar 2008,,unkown,unkown,unkown,unkown
1900,Lady Jewelpet,7.42, (52 eps),https://myanimelist.net/anime/22693/Lady_Jewelpet,"9,285 ",TV,Apr 2014 , Mar 2015,Premiered: Spring 2014,unkown,unkown,unkown,unkown
1901,Lilac,7.42,,https://myanimelist.net/anime/39113/Lilac,"3,998 ",,Jun 2018 , Jun 2018,,unkown,unkown,unkown,unkown
1902,Mahou Shoujo Lyrical Nanoha,7.42, (13 eps),https://myanimelist.net/anime/76/Mahou_Shoujo_Lyrical_Nanoha,"94,339 ",TV,Oct 2004 , Dec 2004,Premiered: Fall 2004,unkown,unkown,unkown,unkown
1903,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,7.42, (1 eps),https://myanimelist.net/anime/33183/Mahoutsukai_Precure_Movie__Kiseki_no_Henshin_Cure_Mofurun,"2,881 ",Movie,Oct 2016 , Oct 2016,,unkown,unkown,unkown,unkown
1904,Medaka Box Abnormal,7.42, (12 eps),https://myanimelist.net/anime/14527/Medaka_Box_Abnormal,"127,983 ",TV,Oct 2012 , Dec 2012,Premiered: Fall 2012,unkown,unkown,unkown,unkown
1905,Micchiri Neko March,7.42,,https://myanimelist.net/anime/32233/Micchiri_Neko_March,"2,265 ",,Apr 2013 , Apr 2013,,unkown,unkown,unkown,unkown
1906,Mitsuboshi Colors,7.42, (12 eps),https://myanimelist.net/anime/35078/Mitsuboshi_Colors,"86,538 ",TV,Jan 2018 , Mar 2018,Premiered: Winter 2018,unkown,unkown,unkown,unkown
1907,Naruto: Shippuuden Movie 4 - The Lost Tower,7.42, (1 eps),https://myanimelist.net/anime/8246/Naruto__Shippuuden_Movie_4_-_The_Lost_Tower,"208,919 ",Movie,Jul 2010 , Jul 2010,,unkown,unkown,unkown,unkown
1908,Oda Nobuna no Yabou,7.42, (12 eps),https://myanimelist.net/anime/11933/Oda_Nobuna_no_Yabou,"265,664 ",TV,Jul 2012 , Sep 2012,Premiered: Summer 2012,unkown,unkown,unkown,unkown
1909,Pokemon Black and White 2: Introduction Movie,7.42,,https://myanimelist.net/anime/14123/Pokemon_Black_and_White_2__Introduction_Movie,"16,150 ",,May 2012 , May 2012,,unkown,unkown,unkown,unkown
1910,Puchi Pri*Yucie,7.42, (26 eps),https://myanimelist.net/anime/327/Puchi_PriYucie,"13,162 ",TV,Sep 2002 , Mar 2003,Premiered: Fall 2002,unkown,unkown,unkown,unkown
1911,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.42, (1 eps),https://myanimelist.net/anime/792/Ranma_½__Kessen_Tougenkyou_Hanayome_wo_Torimodose,"18,832 ",Movie,Aug 1992 , Aug 1992,,unkown,unkown,unkown,unkown
1912,Rozen Maiden,7.42, (12 eps),https://myanimelist.net/anime/64/Rozen_Maiden,"187,466 ",TV,Oct 2004 , Dec 2004,Premiered: Fall 2004,unkown,unkown,unkown,unkown
1913,Tanaka-kun wa Itsumo Kedaruge Specials,7.42,,https://myanimelist.net/anime/33157/Tanaka-kun_wa_Itsumo_Kedaruge_Specials,"29,418 ",,Jun 2016 , Dec 2016,,unkown,unkown,unkown,unkown
1914,Tenchi Muyou! in Love,7.42, (1 eps),https://myanimelist.net/anime/1006/Tenchi_Muyou_in_Love,"21,417 ",Movie,Apr 1996 , Apr 1996,,unkown,unkown,unkown,unkown
1915,X,7.42, (24 eps),https://myanimelist.net/anime/156/X,"74,315 ",TV,Oct 2001 , Mar 2002,Premiered: Fall 2001,unkown,unkown,unkown,unkown
1916,Yoake Tsugeru Lu no Uta,7.42, (1 eps),https://myanimelist.net/anime/34792/Yoake_Tsugeru_Lu_no_Uta,"42,713 ",Movie,May 2017 , May 2017,,unkown,unkown,unkown,unkown
1917,Yowamushi Pedal: Re:ROAD,7.42, (1 eps),https://myanimelist.net/anime/30790/Yowamushi_Pedal__Re_ROAD,"9,163 ",Movie,Jun 2015 , Jun 2015,,unkown,unkown,unkown,unkown
1918,Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.42,,https://myanimelist.net/anime/36951/Yuu☆Yuu☆Hakusho__Two_Shots_Noru_ka_Soru_ka,"17,731 ",,Oct 2018 , Oct 2018,,unkown,unkown,unkown,unkown
1919,Minami-ke Omatase,7.41, (1 eps),https://myanimelist.net/anime/14575/Minami-ke_Omatase,"23,273 ",OVA,Oct 2012 , Oct 2012,,unkown,unkown,unkown,unkown
1920,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,7.41, (1 eps),https://myanimelist.net/anime/1241/Mobile_Suit_Gundam_SEED_Destiny_Final_Plus__The_Chosen_Future,"21,724 ",OVA,Dec 2005 , Dec 2005,,unkown,unkown,unkown,unkown
1921,Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,7.41,,https://myanimelist.net/anime/2743/Mobile_Suit_Gundam_SEED__SEED_Supernova_-_Tanekyara_Gekijou,"7,570 ",,Jun 2007 , Jun 2007,,unkown,unkown,unkown,unkown
1922,"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...",7.41, (1 eps),https://myanimelist.net/anime/34277/New_Game__Watashi_Shain_Ryokou_tte_Hajimete_nano_de,"67,085 ",OVA,May 2017 , May 2017,,unkown,unkown,unkown,unkown
1923,Noblesse: Awakening,7.41,,https://myanimelist.net/anime/32668/Noblesse__Awakening,"104,455 ",,Feb 2016 , Feb 2016,,unkown,unkown,unkown,unkown
1924,Onnanoko ni Naritai,7.41,,https://myanimelist.net/anime/40828/Onnanoko_ni_Naritai,656 ,,Oct 2019 , Oct 2019,,unkown,unkown,unkown,unkown
1925,Osomatsu-san Special,7.41,,https://myanimelist.net/anime/32026/Osomatsu-san_Special,"10,906 ",,Jan 2016 , Jan 2016,,unkown,unkown,unkown,unkown
1926,Piano no Mori (TV) 2nd Season,7.41, (12 eps),https://myanimelist.net/anime/37975/Piano_no_Mori_TV_2nd_Season,"40,400 ",TV,Jan 2019 , Apr 2019,Premiered: Winter 2019,unkown,unkown,unkown,unkown
1927,Pokemon XY: Mega Evolution,7.41,,https://myanimelist.net/anime/23301/Pokemon_XY__Mega_Evolution,"26,847 ",,Apr 2014 , Oct 2015,,unkown,unkown,unkown,unkown
1928,Psycho-Pass 2,7.41, (11 eps),https://myanimelist.net/anime/23281/Psycho-Pass_2,"573,066 ",TV,Oct 2014 , Dec 2014,Premiered: Fall 2014,unkown,unkown,unkown,unkown
1929,RahXephon,7.41, (26 eps),https://myanimelist.net/anime/165/RahXephon,"107,552 ",TV,Jan 2002 , Sep 2002,Premiered: Winter 2002,unkown,unkown,unkown,unkown
1930,Saki Zenkoku-hen,7.41, (13 eps),https://myanimelist.net/anime/16123/Saki_Zenkoku-hen,"31,675 ",TV,Jan 2014 , Apr 2014,Premiered: Winter 2014,unkown,unkown,unkown,unkown
1931,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",7.41, (1 eps),https://myanimelist.net/anime/2098/Shin_Kimagure_Orange☆Road__Soshite_Ano_Natsu_no_Hajimari,"7,558 ",Movie,Nov 1996 , Nov 1996,,unkown,unkown,unkown,unkown
1932,Shugo Chara!! Doki,7.41, (51 eps),https://myanimelist.net/anime/5262/Shugo_Chara_Doki,"94,743 ",TV,Oct 2008 , Sep 2009,Premiered: Fall 2008,unkown,unkown,unkown,unkown
1933,Star☆Twinkle Precure,7.41, (49 eps),https://myanimelist.net/anime/38578/Star☆Twinkle_Precure,"8,680 ",TV,Feb 2019 , Jan 2020,Premiered: Winter 2019,unkown,unkown,unkown,unkown
1934,Taiho Shichau zo: Second Season,7.41, (26 eps),https://myanimelist.net/anime/2014/Taiho_Shichau_zo__Second_Season,"9,247 ",TV,Apr 2001 , Sep 2001,Premiered: Spring 2001,unkown,unkown,unkown,unkown
1935,Vandread: The Second Stage,7.41, (13 eps),https://myanimelist.net/anime/181/Vandread__The_Second_Stage,"49,726 ",TV,Oct 2001 , Jan 2002,Premiered: Fall 2001,unkown,unkown,unkown,unkown
1936,Yu☆Gi☆Oh! 5D's,7.41, (154 eps),https://myanimelist.net/anime/3972/Yu☆Gi☆Oh_5Ds,"119,678 ",TV,Apr 2008 , Mar 2011,Premiered: Spring 2008,unkown,unkown,unkown,unkown
1937,Ai no Wakakusa Monogatari,7.41, (48 eps),https://myanimelist.net/anime/2548/Ai_no_Wakakusa_Monogatari,"7,420 ",TV,Jan 1987 , Dec 1987,Premiered: Winter 1987,unkown,unkown,unkown,unkown
1938,Aldnoah.Zero,7.41, (12 eps),https://myanimelist.net/anime/22729/AldnoahZero,"467,906 ",TV,Jul 2014 , Sep 2014,Premiered: Summer 2014,unkown,unkown,unkown,unkown
1939,Amagami SS+ Plus,7.41, (13 eps),https://myanimelist.net/anime/11235/Amagami_SS__Plus,"148,770 ",TV,Jan 2012 , Mar 2012,Premiered: Winter 2012,unkown,unkown,unkown,unkown
1940,Captain Tsubasa: Road to 2002,7.41, (52 eps),https://myanimelist.net/anime/1614/Captain_Tsubasa__Road_to_2002,"48,964 ",TV,Oct 2001 , Oct 2002,Premiered: Fall 2001,unkown,unkown,unkown,unkown
1941,Chobits,7.41, (26 eps),https://myanimelist.net/anime/59/Chobits,"435,137 ",TV,Apr 2002 , Sep 2002,Premiered: Spring 2002,unkown,unkown,unkown,unkown
1942,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,7.41,,https://myanimelist.net/anime/1479/City_Hunter__Kinkyuu_Namachuukei_Kyouakuhan_Saeba_Ryou_no_Saigo,"4,998 ",,Apr 1999 , Apr 1999,,unkown,unkown,unkown,unkown
1943,Deca-Dence,7.41, (12 eps),https://myanimelist.net/anime/40056/Deca-Dence,"253,191 ",TV,Jul 2020 , Sep 2020,Premiered: Summer 2020,unkown,unkown,unkown,unkown
1944,Detective Conan: Black History 2,7.41,,https://myanimelist.net/anime/9839/Detective_Conan__Black_History_2,"5,287 ",,Dec 2007 , Dec 2007,,unkown,unkown,unkown,unkown
