Rank,Title,Score,Episodes,Members_Votes,Type,Premiered,Rating,Source,Studio,Top
392,Shokugeki no Souma: Ni no Sara,8.13,100,970087,2,2016,2,5,340,0
393,Yuukoku no Moriarty,8.13,100,284227,2,2020,2,5,340,0
394,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.13,1,211398,0,2018,2,5,340,0
395,Durarara!!,8.13,100,1246218,2,2010,2,5,340,0
396,Fullmetal Alchemist,8.13,100,1305385,2,2003,2,5,340,0
397,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.13,100,135630,2,2020,2,5,340,0
398,Initial D Second Stage,8.13,100,165462,2,1999,2,5,340,0
399,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.13,1,51263,1,2016,2,5,340,0
400,Kono Subarashii Sekai ni Shukufuku wo!,8.13,100,1599246,2,2016,2,5,340,0
402,Boku no Hero Academia 3rd Season,8.12,100,1776638,2,2018,2,5,340,0
403,Detective Conan Movie 05: Countdown to Heaven,8.12,1,54591,0,2001,2,5,340,0
404,Detective Conan Movie 14: The Lost Ship in the Sky,8.12,1,48462,0,2010,2,5,340,0
405,Detroit Metal City,8.12,100,190502,1,2008,2,5,340,0
406,Dragon Ball Super: Broly,8.12,1,287807,0,2018,2,5,340,0
408,Kuragehime,8.12,100,204340,2,2010,2,5,340,0
409,Mahoutsukai no Yome: Hoshi Matsu Hito,8.12,100,243814,1,2016,2,5,340,0
410,Mobile Suit Gundam 00,8.12,100,198653,2,2007,2,5,340,0
411,Princess Tutu,8.12,100,144341,2,2002,2,5,340,0
412,Ramayana: The Legend of Prince Rama,8.12,1,5217,0,1992,2,5,340,0
413,Tensei shitara Slime Datta Ken,8.12,100,1064497,2,2018,2,5,340,0
414,Mobile Suit Gundam: The Origin - Advent of the Red Comet,8.11,100,15282,2,2019,2,5,340,0
416,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.11,1,9365,0,2016,2,5,340,0
417,Tsubasa: Shunraiki,8.11,100,57915,1,2009,2,5,340,0
418,Tsuki ga Kirei,8.11,100,447003,2,2017,2,5,340,0
419,Tsukimonogatari,8.11,100,366743,2,2014,2,5,340,0
420,Uchouten Kazoku 2,8.11,100,56706,2,2017,2,5,340,0
421,Zankyou no Terror,8.11,100,973119,2,2014,2,5,340,0
422,Diamond no Ace,8.11,100,208799,2,2013,2,5,340,0
425,Hyouka,8.11,100,1146917,2,2012,2,5,340,0
426,Kanata no Astra,8.11,100,246628,2,2019,2,5,340,0
427,Ansatsu Kyoushitsu,8.1,100,1619953,2,2015,2,5,340,0
428,Gin no Saji,8.1,100,257360,2,2013,2,5,340,0
429,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,8.1,1,29452,0,1993,2,5,340,0
430,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.1,100,17816,0,2019,2,5,340,0
432,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.1,100,935343,2,2014,2,5,340,0
433,Kaze Tachinu,8.1,1,256770,0,2013,2,5,340,0
435,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,8.1,1,24770,0,2021,2,5,340,0
436,Skip Beat!,8.1,100,240600,2,2008,2,5,340,0
437,Mobile Suit Gundam 00 Second Season,8.09,100,135647,2,2008,2,5,340,0
438,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.09,100,66295,1,2011,2,5,340,0
439,Stand By Me Doraemon,8.09,1,40562,0,2014,2,5,340,0
440,World Trigger 2nd Season,8.09,100,102531,2,2021,2,5,340,0
441,Akatsuki no Yona OVA,8.09,100,114028,1,2015,2,5,340,0
442,Angel Beats!,8.09,100,1824770,2,2010,2,5,340,0
443,Black Clover,8.09,500,1224046,2,2017,2,5,340,0
444,Darker than Black: Kuro no Keiyakusha,8.09,100,835383,2,2007,2,5,340,0
447,Haikyuu!! Movie 3: Sainou to Sense,8.09,1,59998,0,2017,2,5,340,0
449,Hikaru no Go,8.09,100,121470,2,2001,2,5,340,0
450,Karakai Jouzu no Takagi-san 2,8.09,100,248518,2,2019,2,5,340,0
452,Kuroko no Basket,8.09,100,996334,2,2012,2,5,340,0
453,Kuroshitsuji: Book of Circus,8.09,100,345988,2,2014,2,5,340,0
454,Mairimashita! Iruma-kun 2nd Season,8.09,100,191963,2,2021,2,5,340,0
455,Detective Conan Movie 08: Magician of the Silver Sky,8.08,1,48711,0,2004,2,5,340,0
456,Detective Conan Movie 18: The Sniper from Another Dimension,8.08,1,36004,0,2014,2,5,340,0
457,Dorohedoro,8.08,100,397683,2,2020,2,5,340,0
458,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.08,100,12038,1,2013,2,5,340,0
460,Initial D Fifth Stage,8.08,100,112944,2,2012,2,5,340,0
461,Kuroko no Basket Movie 4: Last Game,8.08,1,226338,0,2017,2,5,340,0
462,Kuroshitsuji: Book of Murder,8.08,100,211362,1,2015,2,5,340,0
463,Mahoutsukai no Yome,8.08,100,739401,2,2017,2,5,340,0
464,Mirai Shounen Conan,8.08,100,41105,2,1978,2,5,340,0
465,Shijou Saikyou no Deshi Kenichi,8.08,100,267617,2,2006,2,5,340,0
466,Yowamushi Pedal: Grande Road,8.08,100,119735,2,2014,2,5,340,0
467,Yuusha-Ou GaoGaiGar Final,8.08,100,8556,1,2000,2,5,340,0
468,Omoide no Marnie,8.07,1,235173,0,2014,2,5,340,0
469,Dennou Coil,8.07,100,129941,2,2007,2,5,340,0
470,Durarara!!x2 Ketsu,8.07,100,336202,2,2016,2,5,340,0
471,Ginga Eiyuu Densetsu Gaiden (1999),8.07,100,17492,1,1999,2,5,340,0
473,Glass no Kamen (2005),8.07,100,34245,2,2005,2,5,340,0
474,Gosick,8.07,100,476506,2,2011,2,5,340,0
475,Kamisama Hajimemashita,8.07,100,534647,2,2012,2,5,340,0
476,Koukyoushihen Eureka Seven,8.07,100,401589,2,2005,2,5,340,0
477,City Hunter 2,8.06,100,22082,2,1988,2,5,340,0
479,Girls & Panzer: Saishuushou Part 2,8.06,1,24671,0,2019,2,5,340,0
480,Kill la Kill,8.06,100,1481066,2,2013,2,5,340,0
481,Kyou kara Ore wa!!,8.06,100,27483,1,1992,2,5,340,0
482,Pui Pui Molcar,8.06,100,9696,2,2021,2,5,340,0
483,Serial Experiments Lain,8.06,100,588906,2,1998,2,5,340,0
484,Summer Wars,8.06,1,465817,0,2009,2,5,340,0
485,xxxHOLiC: Shunmuki,8.06,100,63361,1,2009,2,5,340,0
486,Paprika,8.05,1,433237,0,2006,2,5,340,0
487,Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.05,100,50133,1,2002,2,5,340,0
488,Shokugeki no Souma: San no Sara,8.05,100,816655,2,2017,2,5,340,0
489,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.05,1,204020,1,2016,2,5,340,0
490,BanG Dream! 3rd Season,8.05,100,27672,2,2020,2,5,340,0
491,Boku no Hero Academia the Movie 2: Heroes:Rising,8.05,1,422513,0,2019,2,5,340,0
492,Detective Conan Movie 10: Requiem of the Detectives,8.05,1,48130,0,2006,2,5,340,0
494,Full Metal Panic? Fumoffu,8.05,100,271015,2,2003,2,5,340,0
495,Kara no Kyoukai 3: Tsuukaku Zanryuu,8.05,1,201610,0,2008,2,5,340,0
496,Kodomo no Omocha (TV),8.05,500,56931,2,1996,2,5,340,0
497,Ginga Nagareboshi Gin,8.04,100,23297,2,1986,2,5,340,0
498,Juuni Kokuki,8.04,100,125940,2,2002,2,5,340,0
499,Kami nomi zo Shiru Sekai: Megami-hen,8.04,100,304363,2,2013,2,5,340,0
500,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.04,1,301590,1,2017,2,5,340,0
501,Lovely★Complex,8.04,100,500147,2,2007,2,5,340,0
502,Saiunkoku Monogatari 2nd Season,8.04,100,37137,2,2007,2,5,340,0
503,SK∞,8.04,100,389932,2,2021,2,5,340,0
504,Toaru Kagaku no Railgun S,8.04,100,337683,2,2013,2,5,340,0
505,Tsumiki no Ie,8.04,1,85575,0,2008,2,5,340,0
506,Zombieland Saga: Revenge,8.04,100,162865,2,2021,2,5,340,0
507,Mobile Suit Gundam: Iron-Blooded Orphans,8.03,100,193269,2,2015,2,5,340,0
508,Omae Umasou da na,8.03,1,16312,0,2010,2,5,340,0
509,Tokyo Magnitude 8.0,8.03,100,266256,2,2009,2,5,340,0
510,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.03,100,1188706,2,2013,2,5,340,0
511,Akatsuki no Yona,8.03,100,708249,2,2014,2,5,340,0
512,Baby Steps 2nd Season,8.03,100,82545,2,2015,2,5,340,0
513,Black Lagoon,8.03,100,827785,2,2006,2,5,340,0
514,Black Lagoon: Roberta's Blood Trail,8.03,100,242240,1,2010,2,5,340,0
515,D.Gray-man,8.03,500,622038,2,2006,2,5,340,0
516,Detective Conan Movie 03: The Last Wizard of the Century,8.03,1,56906,0,1999,2,5,340,0
517,Detective Conan Movie 04: Captured in Her Eyes,8.03,1,53593,0,2000,2,5,340,0
518,Eiga Daisuki Pompo-san (Movie),8.03,1,8825,0,2021,2,5,340,0
519,Evangelion: 1.0 You Are (Not) Alone,8.03,1,455362,0,2007,2,5,340,0
520,Fate/Grand Carnival,8.03,100,35608,1,2020,2,5,340,0
521,FLCL,8.03,100,697605,1,2000,2,5,340,0
522,Hachimitsu to Clover,8.03,100,237291,2,2005,2,5,340,0
523,Love Live! Superstar!!,8.03,100,45628,2,2021,2,5,340,0
524,Magi: The Labyrinth of Magic,8.03,100,897350,2,2012,2,5,340,0
525,Clannad,8.02,100,1247981,2,2007,2,5,340,0
526,Detective Conan Movie 15: Quarter of Silence,8.02,1,40835,0,2011,2,5,340,0
527,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.02,1,9311,0,2011,2,5,340,0
529,ef: A Tale of Melodies.,8.02,100,154112,2,2008,2,5,340,0
530,Eve no Jikan (Movie),8.02,1,114026,0,2010,2,5,340,0
531,Golden Boy,8.02,100,298720,1,1995,2,5,340,0
532,Kaichou wa Maid-sama!,8.02,100,1064217,2,2010,2,5,340,0
533,Kara no Kyoukai Movie: Mirai Fukuin,8.02,1,99198,0,2013,2,5,340,0
534,Mobile Suit Gundam: The 08th MS Team,8.02,100,69823,1,1996,2,5,340,0
535,Nagi no Asu kara,8.02,100,533528,2,2013,2,5,340,0
536,Slayers Next,8.02,100,63621,2,1996,2,5,340,0
537,Tate no Yuusha no Nariagari,8.02,100,1211456,2,2019,2,5,340,0
538,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,8.02,1,12823,0,2017,2,5,340,0
539,Persona 3 the Movie 4: Winter of Rebirth,8.01,1,59725,0,2016,2,5,340,0
540,Promare,8.01,1,222898,0,2019,2,5,340,0
541,Touch,8.01,500,30296,2,1985,2,5,340,0
542,Uma Musume: Pretty Derby (TV) Season 2,8.01,100,32196,2,2021,2,5,340,0
543,Wolf's Rain OVA,8.01,100,58952,1,2004,2,5,340,0
544,Aria the OVA: Arietta,8.01,1,33803,1,2007,2,5,340,0
546,High Score Girl II,8.01,100,108868,2,2019,2,5,340,0
547,High Score Girl: Extra Stage,8.01,100,61333,1,2019,2,5,340,0
548,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.01,100,201117,2,2019,2,5,340,0
549,Kamisama Hajimemashita OVA,8.01,100,107451,1,2013,2,5,340,0
550,Kobayashi-san Chi no Maid Dragon,8.01,100,1015084,2,2017,2,5,340,0
552,Maoujou de Oyasumi,8.01,100,153546,2,2020,2,5,340,0
553,Code Geass: Hangyaku no Lelouch III - Oudou,8.0,1,76708,0,2018,2,5,340,0
555,Durarara!!x2 Shou,8.0,100,431025,2,2015,2,5,340,0
556,Hanada Shounen-shi,8.0,100,13134,2,2002,2,5,340,0
557,Hibike! Euphonium,8.0,100,386834,2,2015,2,5,340,0
558,Kakushigoto (TV),8.0,100,265137,2,2020,2,5,340,0
559,Kimi ni Todoke,8.0,100,766143,2,2009,2,5,340,0
560,Koukaku Kidoutai 2.0,8.0,1,81906,0,2008,2,5,340,0
561,Ookiku Furikabutte: Natsu no Taikai-hen,8.0,100,40102,2,2010,2,5,340,0
562,ReLIFE,8.0,100,862182,2,2016,2,5,340,0
563,Sakasama no Patema,8.0,1,248973,0,2013,2,5,340,0
564,School Rumble Ni Gakki,8.0,100,144896,2,2006,2,5,340,0
565,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,8.0,100,596587,2,2018,2,5,340,0
566,xxxHOLiC,8.0,100,278227,2,2006,2,5,340,0
567,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,7.99,100,32924,1,2008,2,5,340,0
568,Working!!!,7.99,100,219074,2,2015,2,5,340,0
570,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,7.99,1,4483,0,2021,2,5,340,0
571,Durarara!!x2 Ten,7.99,100,351877,2,2015,2,5,340,0
572,Hyouge Mono,7.99,100,24351,2,2011,2,5,340,0
573,Kimi ni Todoke 2nd Season,7.99,100,386945,2,2011,2,5,340,0
574,Kingdom,7.99,100,162445,2,2012,2,5,340,0
575,Major Movie: Yuujou no Winning Shot,7.99,1,18500,0,2008,2,5,340,0
576,Akagami no Shirayuki-hime 2nd Season,7.98,100,302606,2,2016,2,5,340,0
577,Boku no Hero Academia 4th Season,7.98,100,1346945,2,2019,2,5,340,0
578,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,7.98,100,21033,0,2019,2,5,340,0
579,Haibane Renmei,7.98,100,236995,2,2002,2,5,340,0
580,Haikyuu!! Movie 2: Shousha to Haisha,7.98,1,68161,0,2015,2,5,340,0
581,Kanon (2006),7.98,100,248542,2,2006,2,5,340,0
582,Mahou Shoujo Lyrical Nanoha A's,7.98,100,59957,2,2005,2,5,340,0
583,Noragami,7.98,100,1838132,2,2014,2,5,340,0
584,One Piece Film: Strong World Episode 0,7.98,1,72203,1,2010,2,5,340,0
585,Phantom: Requiem for the Phantom,7.98,100,299892,2,2009,2,5,340,0
587,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.98,100,76529,1,2001,2,5,340,0
588,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.98,100,94508,1,2009,2,5,340,0
589,Osomatsu-san,7.97,100,155010,2,2015,2,5,340,0
590,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,7.97,1,139772,0,2021,2,5,340,0
591,Tekkon Kinkreet,7.97,1,96062,0,2006,2,5,340,0
594,Youjo Senki,7.97,100,735472,2,2017,2,5,340,0
596,Azumanga Daioh,7.97,100,286316,2,2002,2,5,340,0
597,Boku no Hero Academia,7.97,100,2474736,2,2016,2,5,340,0
599,Hokuto no Ken,7.97,500,112458,2,1984,2,5,340,0
601,Dragon Ball,7.96,500,865737,2,1986,2,5,340,0
602,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,7.96,1,78980,0,2017,2,5,340,0
603,Hanamonogatari,7.96,100,376694,2,2014,2,5,340,0
605,Kobato.,7.96,100,150994,2,2009,2,5,340,0
606,Log Horizon,7.96,100,983872,2,2013,2,5,340,0
607,Macross F Movie 2: Sayonara no Tsubasa,7.96,1,24989,0,2011,2,5,340,0
608,Macross: Do You Remember Love?,7.96,1,40382,0,1984,2,5,340,0
609,Mawaru Penguindrum,7.96,100,269988,2,2011,2,5,340,0
610,Naruto,7.96,500,2333533,2,2002,2,5,340,0
611,Nurarihyon no Mago: Sennen Makyou,7.96,100,147726,2,2011,2,5,340,0
613,Yowamushi Pedal,7.96,100,203715,2,2013,2,5,340,0
614,Nekomonogatari: Kuro,7.95,100,483565,2,2012,2,5,340,0
615,Non Non Biyori,7.95,100,367790,2,2013,2,5,340,0
616,Tamako Love Story,7.95,1,314069,0,2014,2,5,340,0
617,Trigun: Badlands Rumble,7.95,1,121317,0,2010,2,5,340,0
618,Wotaku ni Koi wa Muzukashii,7.95,100,744007,2,2018,2,5,340,0
619,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.95,1,59699,0,2005,2,5,340,0
620,Zetsuen no Tempest,7.95,100,536315,2,2012,2,5,340,0
622,Girls & Panzer: Saishuushou Part 1,7.95,1,36855,0,2017,2,5,340,0
623,Gochuumon wa Usagi Desu ka? Bloom,7.95,100,48454,2,2020,2,5,340,0
624,Haikyuu!! Movie 1: Owari to Hajimari,7.95,1,75014,0,2015,2,5,340,0
625,Kimi to Boku. 2,7.95,100,80061,2,2012,2,5,340,0
626,Kindaichi Shounen no Jikenbo,7.95,100,24983,2,1997,2,5,340,0
627,Kurenai no Buta,7.95,1,198064,0,1992,2,5,340,0
628,Kuuchuu Buranko,7.95,100,81804,2,2009,2,5,340,0
630,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,7.94,1,37862,0,2021,2,5,340,0
631,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,100,215902,2,2019,2,5,340,0
632,Full Metal Panic! The Second Raid,7.94,100,241063,2,2005,2,5,340,0
633,Full Moon wo Sagashite,7.94,100,98125,2,2002,2,5,340,0
634,JoJo no Kimyou na Bouken (TV),7.94,100,1295146,2,2012,2,5,340,0
635,Kotonoha no Niwa,7.94,1,713596,0,2013,2,5,340,0
637,Umibe no Étranger,7.94,1,109218,0,2020,2,5,340,0
638,Mobile Suit Gundam 0080: War in the Pocket,7.93,100,48718,1,1989,2,5,340,0
639,Mobile Suit Gundam Thunderbolt: December Sky,7.93,1,18148,0,2016,2,5,340,0
641,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.93,1,19972,1,2013,2,5,340,0
642,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.93,100,89511,2,2005,2,5,340,0
643,Yakitate!! Japan,7.93,100,87012,2,2004,2,5,340,0
644,Yuru Yuri San☆Hai!,7.93,100,109902,2,2015,2,5,340,0
645,Bishoujo Senshi Sailor Moon: Sailor Stars,7.93,100,97627,2,1996,2,5,340,0
647,Code Geass: Fukkatsu no Lelouch,7.93,1,262189,0,2019,2,5,340,0
648,Eyeshield 21,7.93,500,162984,2,2005,2,5,340,0
649,Final Fantasy VII: Advent Children Complete,7.93,1,122425,1,2009,2,5,340,0
650,Hanasaku Iroha,7.93,100,299728,2,2011,2,5,340,0
651,Hidamari Sketch x Honeycomb,7.93,100,20989,2,2012,2,5,340,0
652,Love Live! The School Idol Movie,7.93,1,115682,0,2015,2,5,340,0
653,City Hunter,7.92,100,64847,2,1987,2,5,340,0
654,Detective Conan OVA 09: The Stranger in 10 Years...,7.92,1,18862,1,2009,2,5,340,0
655,ef: A Tale of Memories.,7.92,100,234660,2,2007,2,5,340,0
656,Jormungand: Perfect Order,7.92,100,166776,2,2012,2,5,340,0
657,Kaleido Star,7.92,100,75579,2,2003,2,5,340,0
658,Kidou Keisatsu Patlabor 2 the Movie,7.92,1,28872,0,1993,2,5,340,0
659,Macross,7.92,100,92659,2,1982,2,5,340,0
660,One Piece Film: Gold,7.92,1,155065,0,2016,2,5,340,0
661,Ore Monogatari!!,7.92,100,564613,2,2015,2,5,340,0
662,Overlord,7.92,100,1264643,2,2015,2,5,340,0
663,Overlord III,7.92,100,690552,2,2018,2,5,340,0
664,Plastic Memories,7.92,100,790142,2,2015,2,5,340,0
665,Sakigake!! Cromartie Koukou,7.92,100,121662,2,2003,2,5,340,0
666,Takarajima,7.92,100,16396,2,1978,2,5,340,0
667,Tennis no Ouji-sama: Zenkoku Taikai-hen,7.92,100,41688,1,2006,2,5,340,0
668,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,7.92,100,33822,1,2007,2,5,340,0
669,Tonikaku Kawaii,7.92,100,524151,2,2020,2,5,340,0
670,Ushio to Tora (TV) 2nd Season,7.92,100,117077,2,2016,2,5,340,0
671,Wotaku ni Koi wa Muzukashii OVA,7.92,100,146273,1,2019,2,5,340,0
673,Ookiku Furikabutte,7.91,100,90947,2,2007,2,5,340,0
674,Saiunkoku Monogatari,7.91,100,86098,2,2006,2,5,340,0
675,School Rumble,7.91,100,298629,2,2004,2,5,340,0
676,Shirokuma Cafe,7.91,100,83082,2,2012,2,5,340,0
677,Vanitas no Karte,7.91,100,274127,2,2021,2,5,340,0
678,Yagate Kimi ni Naru,7.91,100,260386,2,2018,2,5,340,0
679,Yuri!!! on Ice,7.91,100,739884,2,2016,2,5,340,0
680,Zoku Sayonara Zetsubou Sensei,7.91,100,120592,2,2008,2,5,340,0
682,Beastars,7.91,100,674566,2,2019,2,5,340,0
683,Bungou Stray Dogs Wan!,7.91,100,77973,2,2021,2,5,340,0
684,Death Billiards,7.91,1,213837,0,2013,2,5,340,0
685,Drifters,7.91,100,472795,2,2016,2,5,340,0
686,Ergo Proxy,7.91,100,546164,2,2006,2,5,340,0
688,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,7.91,1,33554,0,1988,2,5,340,0
689,Ginga Sengoku Gunyuuden Rai,7.91,100,13233,2,1994,2,5,340,0
690,Hidamari Sketch x ☆☆☆,7.91,100,24800,2,2010,2,5,340,0
691,Higurashi no Naku Koro ni,7.91,100,710849,2,2006,2,5,340,0
692,Ie Naki Ko Remy,7.91,100,17658,2,1996,2,5,340,0
693,Kami nomi zo Shiru Sekai II,7.91,100,353621,2,2011,2,5,340,0
694,Lupin III (2015),7.91,100,58939,2,2015,2,5,340,0
695,Blue Period,7.9,100,259123,2,2021,2,5,340,0
696,Bungou Stray Dogs: Dead Apple,7.9,1,196730,0,2018,2,5,340,0
697,Carole & Tuesday,7.9,100,276724,2,2019,2,5,340,0
698,Code Geass: Hangyaku no Lelouch I - Koudou,7.9,1,82871,0,2017,2,5,340,0
699,Date A Live II: Kurumi Star Festival,7.9,1,152277,1,2014,2,5,340,0
700,Gake no Ue no Ponyo,7.9,1,451700,0,2008,2,5,340,0
701,Girls & Panzer: Saishuushou Part 3,7.9,1,13045,0,2021,2,5,340,0
702,Jigoku Shoujo Futakomori,7.9,100,146522,2,2006,2,5,340,0
703,Karigurashi no Arrietty,7.9,1,278064,0,2010,2,5,340,0
704,Kono Oto Tomare!,7.9,100,212325,2,2019,2,5,340,0
705,Macross F,7.9,100,136090,2,2008,2,5,340,0
706,Sekaiichi Hatsukoi 2,7.9,100,141298,2,2011,2,5,340,0
707,Sekaiichi Hatsukoi OVA,7.9,100,64615,1,2011,2,5,340,0
708,Shijou Saikyou no Deshi Kenichi OVA,7.9,100,51412,1,2012,2,5,340,0
709,Terra e... (TV),7.9,100,56515,2,2007,2,5,340,0
710,Mobile Suit Gundam: Hathaway's Flash,7.89,1,20778,0,2021,2,5,340,0
711,Mobile Suit Zeta Gundam,7.89,100,60768,2,1985,2,5,340,0
714,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,7.89,1,58242,0,2014,2,5,340,0
715,Tiger & Bunny,7.89,100,201895,2,2011,2,5,340,0
716,Vampire Hunter D (2000),7.89,1,145643,0,2000,2,5,340,0
717,Zan Sayonara Zetsubou Sensei,7.89,100,97004,2,2009,2,5,340,0
718,Beastars 2nd Season,7.89,100,330284,2,2021,2,5,340,0
719,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.89,1,174464,0,2012,2,5,340,0
720,Gakuen Babysitters,7.89,100,254014,2,2018,2,5,340,0
722,Mahou Shoujo Lyrical Nanoha: The Movie 1st,7.89,1,28821,0,2010,2,5,340,0
723,Megalo Box,7.89,100,430119,2,2018,2,5,340,0
724,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.88,1,258172,0,2013,2,5,340,0
725,Beelzebub,7.88,100,523214,2,2011,2,5,340,0
726,Carnival Phantasm,7.88,100,172583,1,2011,2,5,340,0
727,Detective Conan Movie 02: The Fourteenth Target,7.88,1,54569,0,1998,2,5,340,0
728,Gekkan Shoujo Nozaki-kun,7.88,100,800895,2,2014,2,5,340,0
729,Hoozuki no Reitetsu 2nd Season,7.88,100,40834,2,2017,2,5,340,0
730,Initial D Third Stage,7.88,1,137731,0,2001,2,5,340,0
731,Kokoro ga Sakebitagatterunda.,7.88,1,278753,0,2015,2,5,340,0
732,Lupin III vs. Detective Conan: The Movie,7.88,1,26681,0,2013,2,5,340,0
733,Noragami Aragoto OVA,7.88,100,227143,1,2015,2,5,340,0
734,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.88,1,150524,1,2009,2,5,340,0
735,Osomatsu-san Movie,7.88,1,12023,0,2019,2,5,340,0
736,Sayonara Zetsubou Sensei,7.88,100,311150,2,2007,2,5,340,0
737,Seitokai Yakuindomo* OVA,7.88,100,70112,1,2014,2,5,340,0
738,Space☆Dandy,7.88,100,304543,2,2014,2,5,340,0
739,Tennis no Ouji-sama,7.88,500,159170,2,2001,2,5,340,0
741,Top wo Nerae! Gunbuster,7.88,100,106515,1,1988,2,5,340,0
742,Tanaka-kun wa Itsumo Kedaruge,7.87,100,383534,2,2016,2,5,340,0
743,Tentai Senshi Sunred 2nd Season,7.87,100,7281,2,2009,2,5,340,0
747,Hanasaku Iroha Movie: Home Sweet Home,7.87,1,79454,0,2013,2,5,340,0
748,High☆Speed! Movie: Free! Starting Days,7.87,1,80680,0,2015,2,5,340,0
750,Les Misérables: Shoujo Cosette,7.87,100,24568,2,2007,2,5,340,0
752,Bishoujo Senshi Sailor Moon S,7.86,100,126909,2,1994,2,5,340,0
753,Detective Conan Movie 01: The Timed Skyscraper,7.86,1,61324,0,1997,2,5,340,0
754,Flanders no Inu (Movie),7.86,1,19375,0,1997,2,5,340,0
755,Hoozuki no Reitetsu OVA,7.86,100,15594,1,2015,2,5,340,0
756,Id:Invaded,7.86,100,279760,2,2020,2,5,340,0
757,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.86,1,13223,1,2005,2,5,340,0
758,Kara no Kyoukai 4: Garan no Dou,7.86,1,190199,0,2008,2,5,340,0
759,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,7.86,1,334633,1,2016,2,5,340,0
760,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.86,1,31618,0,2017,2,5,340,0
761,Magi: Sinbad no Bouken (TV),7.86,100,413879,2,2016,2,5,340,0
762,Magic Kaito 1412,7.86,100,108075,2,2014,2,5,340,0
763,Musekinin Kanchou Tylor,7.86,100,42069,2,1993,2,5,340,0
764,Shingeki no Kyojin OVA,7.86,100,373670,1,2013,2,5,340,0
765,Uchouten Kazoku,7.86,100,149960,2,2013,2,5,340,0
766,Yuru Yuri Nachuyachumi!,7.86,1,65491,1,2015,2,5,340,0
767,Seihou Bukyou Outlaw Star,7.85,100,136312,2,1998,2,5,340,0
768,Seitokai Yakuindomo Movie,7.85,1,50048,0,2017,2,5,340,0
769,Seto no Hanayome OVA,7.85,100,49314,1,2008,2,5,340,0
770,Soul Eater,7.85,100,1400804,2,2008,2,5,340,0
771,Suzumiya Haruhi no Yuuutsu,7.85,100,818858,2,2006,2,5,340,0
772,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,7.85,1,28529,0,2015,2,5,340,0
773,Break Blade 4: Sanka no Chi,7.85,1,55190,0,2010,2,5,340,0
774,Golden Kamuy,7.85,100,283944,2,2018,2,5,340,0
775,Gungrave,7.85,100,167244,2,2003,2,5,340,0
776,Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85,100,24522,2,2018,2,5,340,0
777,InuYasha,7.85,500,678963,2,2000,2,5,340,0
778,K-On!,7.85,100,907050,2,2009,2,5,340,0
779,Aria the Crepuscolo,7.84,1,8218,0,2021,2,5,340,0
